Thrust,ISP,m_dot,Pression is Chambre,Pression local Chambre,Temperature is Chambre,Temperature local Chambre,Densité is Chambre,Densité local Chambre,Section Chambre,Diamètre Chambre,Mach Chambre,Vitesse Chambre,Pression col,Température col,Densité col,Section col,Diamètre col,Mach col,Vitesse col,Pression tuyère,Température Tuyère,Densité Tuyère,Section Tuyère,Diamètre Tuyère,Mach Tuyère,Vitesse Tuyère,Longueur Chambre Combustion,Longueur Convergent,Longueur Divergent
50.0,285.0,17.889758122419796,2000000.0,1992280.196009348,3993.944756982678,3991.275931747972,1.6981097351867604,1.6926862812430155,0.04999999999709101,0.25231325219467626,0.07999999999282396,95.42945570616857,1125475.4385661779,3616.1349715672545,1.0554294283262566,0.01492850401431029,0.1378679137970742,3.5121848626152756,1135.4263798257919,41919.29900414702,2047.707632195163,0.06941988217484163,0.10000000000006476,0.3568248232306698,3.0161269018210226,2577.0346344422005,0.2985700803035765,0.12271441010685798,0.40857915533721795
50.0,285.0,17.889758122419796,4000000.0,3984560.392015933,3993.944756982678,3991.275931747494,3.396219470373521,3.3853725624840894,0.04999999999999916,0.2523132522020139,0.0799999999999989,95.42945571472163,2250950.8771323557,3616.1349715672545,2.1108588566525133,0.007464252007155145,0.09748733675395355,3.5121848626152756,1135.4263798257919,33232.7475839498,1745.046042653864,0.06457987028818964,0.10000000000010907,0.3568248232307488,3.512102736648713,2770.1757756021852,0.14928504014310542,0.1660126235762966,0.48393033791930334
50.0,285.0,17.889758122419796,6000000.0,5981898.255844501,3993.944756982678,3991.8594922235625,5.094329205560282,5.081612975044326,0.04173495922182389,0.23051811312592255,0.070709636092177,84.35347550447644,3376426.3156985333,3616.1349715672545,3.16628828497877,0.004976168004770096,0.0795980771433529,3.5121848626152756,1135.4263798257919,29344.25002515835,1592.319281293325,0.06249289875781371,0.1000000000001992,0.35682482323090964,3.7994722104373047,2862.6946078803408,0.11923260732858168,0.1618245308040861,0.5173121508078791
